,Season,Player,Age,Team(s),Minutes,Rotation Role,Offensive Archetype,Defensive Role,LEBRON WAR,LEBRON,O-LEBRON,D-LEBRON
375,2024-25,Reed Sheppard,20,HOU,653,Rotation,Secondary Ball Handler,Chaser,0.50,-1.24,-1.58,0.34
376,2024-25,Rob Dillingham,20,MIN,516,Rotation,Secondary Ball Handler,Low Activity,0.07,-2.24,-1.05,-1.19
377,2024-25,Devin Carter,22,SAC,396,Garbage Time,Secondary Ball Handler,Point of Attack,0.70,0.35,-0.39,0.74
378,2024-25,Jared McCain,20,PHI,592,Key Rotation,Secondary Ball Handler,Chaser,0.40,-1.37,0.45,-1.82
379,2024-25,Patty Mills,36,UTA/LAC,321,Rotation,Secondary Ball Handler,Chaser,0.33,-0.79,-0.81,0.02
380,2024-25,Alec Burks,33,MIA,863,Rotation,Secondary Ball Handler,Chaser,1.19,-0.26,-0.40,0.15
381,2024-25,Reggie Jackson,34,PHI,384,Rotation,Secondary Ball Handler,Chaser,0.28,-1.30,-0.83,-0.47
382,2024-25,Marcus Smart,30,MEM/WAS,680,Key Rotation,Secondary Ball Handler,Wing Stopper,0.93,-0.28,-0.05,-0.22
383,2024-25,Andrew Wiggins,29,GSW/MIA,1842,Starter,Secondary Ball Handler,Wing Stopper,2.92,0.07,0.26,-0.19
384,2024-25,Chris Paul,39,SAS,2292,Starter,Shot Creator,Low Activity,3.68,0.10,0.25,-0.15
385,2024-25,Bobby Portis,29,MIL,1244,Key Rotation,Shot Creator,Mobile Big,2.42,0.64,0.23,0.41
386,2024-25,Ben Simmons,28,BRK/LAC,1120,Key Rotation,Shot Creator,Helper,1.15,-0.81,-1.77,0.96
387,2024-25,Brandon Ingram,27,NOP,595,Starter,Shot Creator,Helper,0.44,-1.27,0.07,-1.34
388,2024-25,Caris LeVert,30,CLE/ATL,1596,Key Rotation,Shot Creator,Chaser,2.75,0.28,0.44,-0.16
389,2024-25,Dejounte Murray,28,NOP,1012,Starter,Shot Creator,Point of Attack,1.71,0.24,0.27,-0.03
390,2024-25,Jamal Murray,27,DEN,2418,Star,Shot Creator,Chaser,5.45,1.12,1.99,-0.86
391,2024-25,Jaylen Brown,28,BOS,2158,Starter,Shot Creator,Wing Stopper,5.46,1.56,1.56,0.00
392,2024-25,Pascal Siakam,30,IND,2548,Star,Shot Creator,Helper,6.18,1.39,1.52,-0.12
393,2024-25,De'Aaron Fox,27,SAC/SAS,2241,Star,Shot Creator,Point of Attack,4.90,01.02,1.46,-0.44
394,2024-25,Jayson Tatum,26,BOS,2624,Star,Shot Creator,Helper,11.19,4.39,3.49,0.90
395,2024-25,Donovan Mitchell,28,CLE,2232,Star,Shot Creator,Chaser,8.44,3.59,3.93,-0.34
396,2024-25,Bam Adebayo,27,MIA,2674,Star,Shot Creator,Mobile Big,6.51,1.41,0.26,1.15
397,2024-25,Kyle Kuzma,29,WAS/MIL,1936,Starter,Shot Creator,Helper,0.49,-2.04,-1.33,-0.71
398,2024-25,Miles Bridges,26,CHO,2029,Starter,Shot Creator,Wing Stopper,2.40,-0.56,0.24,-0.80
399,2024-25,Jalen Brunson,28,NYK,2301,Star,Shot Creator,Low Activity,6.20,1.83,3.19,-1.36
400,2024-25,Shai Gilgeous-Alexander,26,OKC,2598,Star,Shot Creator,Helper,14.58,6.78,5.91,0.87
401,2024-25,Jaren Jackson Jr.,25,MEM,2207,Star,Shot Creator,Mobile Big,6.23,02.03,1.27,0.76
402,2024-25,Caleb Martin,29,PHI/DAL,1218,Starter,Shot Creator,Point of Attack,0.37,-1.96,-1.85,-0.11
403,2024-25,Collin Sexton,26,UTA,1758,Starter,Shot Creator,Chaser,0.59,-1.91,0.50,-2.41
404,2024-25,Anfernee Simons,25,POR,2292,Starter,Shot Creator,Low Activity,2.77,-0.52,01.05,-1.57
405,2024-25,P.J. Washington,26,DAL,1835,Starter,Shot Creator,Wing Stopper,2.20,-0.54,-0.87,0.33
406,2024-25,Luka Dončić,25,DAL/LAL,1769,Star,Shot Creator,Helper,7.31,4.18,4.15,0.03
407,2024-25,Zion Williamson,24,NOP,857,Key Rotation,Shot Creator,Wing Stopper,2.13,1.49,2.25,-0.75
408,2024-25,Ja Morant,25,MEM,1519,Star,Shot Creator,Point of Attack,3.70,1.41,2.42,-1.01
409,2024-25,De'Andre Hunter,27,ATL/CLE,1740,Starter,Shot Creator,Wing Stopper,2.60,-0.08,0.66,-0.74
410,2024-25,Kevin Porter Jr.,24,LAC/MIL,1482,Rotation,Shot Creator,Point of Attack,2.69,0.43,0.15,0.29
411,2024-25,Anthony Edwards,23,MIN,2871,Star,Shot Creator,Helper,09.06,2.57,2.88,-0.31
412,2024-25,Deni Avdija,24,POR,2161,Key Rotation,Shot Creator,Helper,4.47,0.83,0.72,0.10
413,2024-25,Tyrese Haliburton,24,IND,2451,Star,Shot Creator,Low Activity,9.42,3.69,3.80,-0.11
414,2024-25,Tyrese Maxey,24,PHI,1960,Starter,Shot Creator,Chaser,3.63,0.49,2.26,-1.77
415,2024-25,Jared Butler,24,WAS/PHI,1044,Rotation,Shot Creator,Point of Attack,1.39,-0.33,0.49,-0.82
416,2024-25,Desmond Bane,26,MEM,2205,Starter,Shot Creator,Chaser,5.26,1.33,1.44,-0.11
417,2024-25,Jalen Green,22,HOU,2697,Starter,Shot Creator,Chaser,4.46,0.18,0.61,-0.44
418,2024-25,Jonathan Kuminga,22,GSW,1144,Key Rotation,Shot Creator,Wing Stopper,1.87,0.15,0.26,-0.11
419,2024-25,Jeff Dowtin Jr.,27,PHI,621,Rotation,Shot Creator,Chaser,0.81,-0.38,0.08,-0.46
420,2024-25,Brandon Williams,25,DAL,487,Rotation,Shot Creator,Point of Attack,0.71,-0.14,0.31,-0.46
421,2024-25,Franz Wagner,23,ORL,2023,Starter,Shot Creator,Helper,5.14,1.58,1.66,-0.08
422,2024-25,Bones Hyland,24,LAC/MIN,239,Rotation,Shot Creator,Chaser,0.46,0.60,1.13,-0.53
423,2024-25,Tre Mann,23,CHO,319,Key Rotation,Shot Creator,Chaser,0.23,-1.30,-0.35,-0.95
424,2024-25,Keon Johnson,22,BRK,1925,Key Rotation,Shot Creator,Point of Attack,0.30,-2.20,-1.72,-0.48
425,2024-25,Davion Mitchell,26,TOR/MIA,2027,Key Rotation,Shot Creator,Point of Attack,1.10,-1.58,-1.77,0.19
426,2024-25,Cam Thomas,23,BRK,781,Starter,Shot Creator,Chaser,1.20,-0.01,2.12,-2.13
427,2024-25,Scottie Barnes,23,TOR,2134,Starter,Shot Creator,Wing Stopper,4.11,0.60,0.13,0.47
428,2024-25,Trendon Watford,24,BRK,913,Key Rotation,Shot Creator,Helper,0.49,-1.59,-1.14,-0.45
429,2024-25,Alperen Sengun,22,HOU,2394,Star,Shot Creator,Mobile Big,6.60,1.92,01.01,0.91
430,2024-25,Cade Cunningham,23,DET,2452,Starter,Shot Creator,Helper,6.32,1.64,02.06,-0.42
431,2024-25,Evan Mobley,23,CLE,2167,Star,Shot Creator,Mobile Big,8.00,3.44,1.74,1.70
432,2024-25,Aaron Wiggins,26,OKC,1744,Key Rotation,Shot Creator,Chaser,3.51,0.75,01.04,-0.30
433,2024-25,Scoot Henderson,20,POR,1759,Key Rotation,Shot Creator,Chaser,1.68,-0.93,-0.31,-0.61
434,2024-25,Paolo Banchero,22,ORL,1582,Star,Shot Creator,Helper,3.89,1.46,1.78,-0.33
435,2024-25,Bennedict Mathurin,22,IND,2149,Starter,Shot Creator,Chaser,02.07,-0.91,-0.18,-0.73
436,2024-25,Shaedon Sharpe,21,POR,2252,Starter,Shot Creator,Chaser,1.95,-1.07,0.08,-1.15
437,2024-25,Jalen Williams,23,OKC,2237,Starter,Shot Creator,Helper,08.01,3.26,2.35,0.91
438,2024-25,Ryan Rollins,22,MIL,820,Rotation,Shot Creator,Point of Attack,1.00,-0.51,-1.00,0.50
439,2024-25,Jaime Jaquez Jr.,23,MIA,1368,Rotation,Shot Creator,Helper,1.72,-0.45,-0.83,0.38
440,2024-25,Isaiah Wong,24,CHO,265,Rotation,Shot Creator,Chaser,0.22,-1.14,-0.80,-0.35
441,2024-25,Collin Gillespie,25,PHO,461,Rotation,Shot Creator,Point of Attack,01.09,1.30,1.30,0.00
442,2024-25,Victor Wembanyama,21,SAS,1527,Star,Shot Creator,Mobile Big,5.97,3.80,1.45,2.35
443,2024-25,Jalen Hood-Schifino,21,LAL/PHI,315,Key Rotation,Shot Creator,Point of Attack,0.17,-1.56,-1.05,-0.51
444,2024-25,Jordan Miller,25,LAC,420,Rotation,Shot Creator,Chaser,0.18,-1.75,-1.15,-0.59
445,2024-25,Stephon Castle,20,SAS,2162,Key Rotation,Shot Creator,Point of Attack,1.16,-1.59,0.00,-1.59
446,2024-25,Isaiah Collier,20,UTA,1839,Key Rotation,Shot Creator,Point of Attack,-0.43,-2.83,-1.80,-1.02
447,2024-25,AJ Johnson,20,MIL/WAS,638,Key Rotation,Shot Creator,Low Activity,-0.08,-2.66,-1.69,-0.97
448,2024-25,Kevin Durant,36,PHO,2265,Star,Shot Creator,Wing Stopper,4.50,0.71,1.70,-1.00
449,2024-25,Russell Westbrook,36,DEN,2092,Key Rotation,Shot Creator,Wing Stopper,2.98,-0.18,0.11,-0.29
450,2024-25,James Harden,35,LAC,2789,Star,Shot Creator,Helper,10.60,3.62,2.97,0.65
451,2024-25,DeMar DeRozan,35,SAC,2768,Starter,Shot Creator,Low Activity,5.36,0.62,1.36,-0.74
452,2024-25,Jrue Holiday,34,BOS,1896,Starter,Shot Creator,Point of Attack,3.53,0.51,-0.06,0.57
453,2024-25,Paul George,34,PHI,1334,Starter,Shot Creator,Helper,1.70,-0.42,-0.33,-0.08
454,2024-25,Kyrie Irving,32,DAL,1804,Star,Shot Creator,Chaser,3.32,0.47,1.90,-1.43
455,2024-25,Kawhi Leonard,33,LAC,1180,Star,Shot Creator,Helper,3.10,1.71,1.57,0.14
456,2024-25,Tobias Harris,32,DET,2306,Starter,Shot Creator,Helper,3.92,0.25,-0.65,0.90
457,2024-25,Jimmy Butler,35,MIA/GSW,1746,Star,Shot Creator,Wing Stopper,5.40,2.46,2.34,0.12
458,2024-25,Anthony Davis,31,LAL/DAL,1706,Star,Shot Creator,Mobile Big,6.81,3.94,2.38,1.56
459,2024-25,Harrison Barnes,32,SAS,2228,Starter,Shot Creator,Helper,01.04,-1.70,0.03,-1.74
460,2024-25,Khris Middleton,33,MIL/WAS,843,Key Rotation,Shot Creator,Helper,1.54,0.45,0.39,0.06
461,2024-25,Dennis Schröder,31,BRK/GSW/DET,2106,Key Rotation,Shot Creator,Point of Attack,2.94,-0.23,0.30,-0.53
462,2024-25,Zach LaVine,29,CHI/SAC,2603,Starter,Shot Creator,Chaser,2.98,-0.63,0.84,-1.47
463,2024-25,Jordan Clarkson,32,UTA,962,Key Rotation,Shot Creator,Chaser,1.12,-0.59,0.85,-1.44
464,2024-25,Spencer Dinwiddie,31,DAL,2136,Key Rotation,Shot Creator,Chaser,2.28,-0.75,0.02,-0.77
465,2024-25,Jerami Grant,30,POR,1524,Starter,Shot Creator,Wing Stopper,1.61,-0.76,-0.73,-0.03
466,2024-25,Aaron Gordon,29,DEN,1447,Starter,Shot Creator,Wing Stopper,1.75,-0.52,0.59,-1.11
467,2024-25,Kyle Anderson,31,GSW/MIA,1002,Rotation,Shot Creator,Helper,1.67,0.19,-0.91,1.10
468,2024-25,Julius Randle,30,MIN,2226,Starter,Shot Creator,Helper,04.02,0.42,1.16,-0.74
469,2024-25,Joel Embiid,30,PHI,574,Key Rotation,Shot Creator,Anchor Big,1.60,1.98,2.38,-0.41
470,2024-25,LeBron James,40,LAL,2444,Star,Shot Creator,Helper,7.29,2.28,2.62,-0.34
471,2024-25,Malcolm Brogdon,32,WAS,564,Key Rotation,Slasher,Chaser,0.79,-0.23,0.35,-0.58
472,2024-25,Isaiah Hartenstein,26,OKC,1590,Starter,Slasher,Mobile Big,4.53,02.08,0.05,02.03
473,2024-25,Tre Jones,25,SAS/CHI,905,Rotation,Slasher,Point of Attack,1.51,0.21,-0.13,0.34
474,2024-25,Elfrid Payton,30,NOP/CHO,511,Key Rotation,Slasher,Point of Attack,0.57,-0.68,-1.29,0.61
475,2024-25,T.J. McConnell,32,IND,1415,Rotation,Slasher,Point of Attack,2.64,0.52,0.39,0.13
476,2024-25,Kelly Oubre Jr.,29,PHI,2078,Starter,Stationary Shooter,Helper,1.00,-1.68,-1.03,-0.64
477,2024-25,Royce O'Neale,31,PHO,1837,Starter,Stationary Shooter,Wing Stopper,03.01,0.15,0.10,0.06
478,2024-25,Dorian Finney-Smith,31,BRK/LAL,1821,Key Rotation,Stationary Shooter,Wing Stopper,1.14,-1.45,-1.35,-0.10
479,2024-25,Derrick Jones Jr.,27,LAC,1873,Key Rotation,Stationary Shooter,Point of Attack,2.52,-0.31,-0.79,0.48
480,2024-25,Vlatko Čančar,27,DEN,136,Rotation,Stationary Shooter,Helper,0.09,-1.36,-1.49,0.14
481,2024-25,Maxi Kleber,33,DAL,637,Rotation,Stationary Shooter,Wing Stopper,-0.07,-2.63,-2.97,0.34
482,2024-25,Josh Okogie,26,PHO/CHO,625,Rotation,Stationary Shooter,Wing Stopper,1.26,0.76,0.02,0.74
483,2024-25,Oshae Brissett,26,PHI,142,Too Few Games,Stationary Shooter,Helper,0.15,-0.79,-0.76,-0.03
484,2024-25,Rui Hachimura,26,LAL,1869,Starter,Stationary Shooter,Wing Stopper,2.13,-0.63,-0.43,-0.20
485,2024-25,Amir Coffey,27,LAC,1748,Key Rotation,Stationary Shooter,Chaser,1.22,-1.33,-0.92,-0.41
486,2024-25,Cam Reddish,25,LAL,589,Rotation,Stationary Shooter,Point of Attack,0.33,-1.56,-2.48,0.91
487,2024-25,Chuma Okeke,26,PHI/CLE,197,Too Few Games,Stationary Shooter,Helper,0.25,-0.41,-0.30,-0.11
488,2024-25,Luguentz Dort,25,OKC,2073,Starter,Stationary Shooter,Point of Attack,3.86,0.51,-0.27,0.78
489,2024-25,Matisse Thybulle,27,POR,312,Rotation,Stationary Shooter,Point of Attack,0.69,01.03,-0.44,1.47
490,2024-25,Dean Wade,28,CLE,1252,Key Rotation,Stationary Shooter,Wing Stopper,02.01,0.09,-0.89,0.99
491,2024-25,Javonte Green,31,NOP/CLE,1258,Key Rotation,Stationary Shooter,Wing Stopper,0.55,-1.74,-2.10,0.36
492,2024-25,Aaron Nesmith,25,IND,1123,Key Rotation,Stationary Shooter,Wing Stopper,1.37,-0.51,-0.27,-0.24
493,2024-25,Jaden McDaniels,24,MIN,2614,Starter,Stationary Shooter,Point of Attack,5.17,0.69,-0.59,1.28
494,2024-25,Naji Marshall,27,DAL,1919,Key Rotation,Stationary Shooter,Helper,1.79,-0.96,-0.15,-0.82
495,2024-25,Jae'Sean Tate,29,HOU,588,Rotation,Stationary Shooter,Helper,0.44,-1.27,-1.62,0.35
496,2024-25,Jeremiah Robinson-Earl,24,NOP,1239,Rotation,Stationary Shooter,Helper,-0.01,-2.47,-1.46,-1.01
497,2024-25,Herbert Jones,26,NOP,648,Starter,Stationary Shooter,Wing Stopper,0.25,-1.84,-2.05,0.21
498,2024-25,JT Thor,22,CLE/WAS,249,Rotation,Stationary Shooter,Helper,0.27,-0.75,-1.09,0.34
499,2024-25,Kessler Edwards,24,DAL,608,Rotation,Stationary Shooter,Helper,0.47,-1.22,-2.20,0.98
500,2024-25,Jalen Wilson,24,BRK,2031,Key Rotation,Stationary Shooter,Helper,-0.60,-2.93,-1.72,-1.21
501,2024-25,Jordan Goodwin,26,LAL,543,Rotation,Stationary Shooter,Chaser,0.67,-0.48,-1.18,0.70
502,2024-25,Micah Potter,26,UTA,705,Rotation,Stationary Shooter,Helper,0.15,-2.10,-2.37,0.27
503,2024-25,Jabari Smith Jr.,21,HOU,1716,Key Rotation,Stationary Shooter,Helper,02.05,-0.55,-1.02,0.47
504,2024-25,Tari Eason,23,HOU,1420,Key Rotation,Stationary Shooter,Wing Stopper,3.49,1.45,-0.14,1.59
505,2024-25,Nikola Jović,21,MIA,1156,Key Rotation,Stationary Shooter,Helper,1.75,-0.04,-0.44,0.40
506,2024-25,Jabari Walker,22,POR,749,Rotation,Stationary Shooter,Helper,0.96,-0.41,-1.07,0.66
507,2024-25,Dalen Terry,22,CHI,987,Rotation,Stationary Shooter,Point of Attack,0.57,-1.52,-1.90,0.38
508,2024-25,Keion Brooks Jr.,24,NOP,332,Key Rotation,Stationary Shooter,Wing Stopper,0.25,-1.26,-1.58,0.32
509,2024-25,Cason Wallace,21,OKC,1876,Starter,Stationary Shooter,Point of Attack,3.84,0.79,-0.51,1.31
510,2024-25,Toumani Camara,24,POR,2548,Starter,Stationary Shooter,Wing Stopper,2.69,-0.76,-1.23,0.47
511,2024-25,Jaylen Clark,23,MIN,522,Rotation,Stationary Shooter,Point of Attack,0.38,-1.28,-1.47,0.20
512,2024-25,Andre Jackson Jr.,23,MIL,980,Rotation,Stationary Shooter,Point of Attack,0.03,-2.40,-2.71,0.31
513,2024-25,Julian Phillips,21,CHI,1123,Rotation,Stationary Shooter,Helper,0.77,-1.35,-1.34,-0.01
514,2024-25,Ben Sheppard,23,IND,1228,Rotation,Stationary Shooter,Chaser,0.69,-1.54,-1.47,-0.07
515,2024-25,Tosan Evbuomwan,23,BRK,665,Key Rotation,Stationary Shooter,Helper,0.61,-1.00,-1.11,0.12
516,2024-25,Dillon Jones,23,OKC,552,Rotation,Stationary Shooter,Low Activity,0.24,-1.75,-1.55,-0.20
517,2024-25,Pelle Larsson,23,MIA,782,Rotation,Stationary Shooter,Chaser,0.74,-0.94,-1.47,0.53
518,2024-25,Ronald Holland II,19,DET,1266,Rotation,Stationary Shooter,Chaser,1.33,-0.78,-1.23,0.45
519,2024-25,Elijah Harkless,24,UTA,138,Rotation,Stationary Shooter,Point of Attack,0.24,0.33,-0.24,0.57
520,2024-25,Alex Reese,25,OKC/PHI,216,Rotation,Stationary Shooter,Helper,0.30,-0.22,-0.98,0.76
521,2024-25,Cody Williams,20,UTA,1060,Key Rotation,Stationary Shooter,Chaser,-0.80,-3.68,-3.15,-0.53
522,2024-25,Ajay Mitchell,22,OKC,597,Rotation,Stationary Shooter,Point of Attack,0.30,-1.64,-1.10,-0.53
523,2024-25,Quinten Post,24,GSW,686,Rotation,Stationary Shooter,Mobile Big,01.06,0.01,-0.29,0.29
524,2024-25,Al Horford,38,BOS,1659,Key Rotation,Stationary Shooter,Helper,3.63,01.02,-0.22,1.24
525,2024-25,Jeff Green,38,HOU,396,Rotation,Stationary Shooter,Helper,0.28,-1.33,-1.01,-0.33
526,2024-25,Eric Gordon,36,PHI,768,Rotation,Stationary Shooter,Helper,0.31,-1.80,-1.08,-0.72
527,2024-25,Nicolas Batum,36,LAC,1367,Rotation,Stationary Shooter,Helper,1.82,-0.33,-1.60,1.28
528,2024-25,Markieff Morris,35,DAL/LAL,164,Too Few Games,Stationary Shooter,Helper,0.26,0.03,0.07,-0.04
529,2024-25,Cory Joseph,33,ORL,612,Rotation,Stationary Shooter,Point of Attack,0.73,-0.55,-0.70,0.16
530,2024-25,Jae Crowder,34,SAC,103,Garbage Time,Stationary Shooter,Helper,0.16,-0.04,-0.39,0.35
531,2024-25,Draymond Green,34,GSW,1983,Starter,Stationary Shooter,Mobile Big,4.31,0.99,-1.42,2.42
532,2024-25,Gary Harris,30,ORL,711,Rotation,Stationary Shooter,Chaser,0.16,-2.10,-2.34,0.24
533,2024-25,Larry Nance Jr.,32,ATL,463,Rotation,Stretch Big,Mobile Big,0.79,0.24,-0.68,0.92
534,2024-25,Gary Payton II,32,GSW,927,Rotation,Stretch Big,Wing Stopper,1.48,0.09,-0.86,0.95
535,2024-25,Guerschon Yabusele,29,PHI,1896,Key Rotation,Stretch Big,Mobile Big,0.90,-1.69,-0.55,-1.13
536,2024-25,Jonathan Isaac,27,ORL,1090,Rotation,Stretch Big,Helper,3.27,2.31,-0.24,2.55
537,2024-25,Zach Collins,27,SAS/CHI,976,Rotation,Stretch Big,Mobile Big,1.75,0.40,-0.29,0.69
538,2024-25,Thomas Bryant,27,MIA/IND,963,Rotation,Stretch Big,Mobile Big,1.69,0.33,0.08,0.25
539,2024-25,Mo Bamba,26,LAC/NOP,413,Rotation,Stretch Big,Anchor Big,0.88,0.92,-1.19,2.11
540,2024-25,Wendell Carter Jr.,25,ORL,1758,Starter,Stretch Big,Mobile Big,2.68,-0.03,-1.17,1.14
541,2024-25,Kenrich Williams,30,OKC,1132,Rotation,Stretch Big,Helper,1.65,-0.13,-0.39,0.25
542,2024-25,Haywood Highsmith,28,MIA,1818,Key Rotation,Stretch Big,Point of Attack,1.46,-1.17,-2.18,01.01
543,2024-25,Isaac Okoro,24,CLE,1053,Key Rotation,Stretch Big,Point of Attack,01.07,-0.83,-0.89,0.06
544,2024-25,Jalen Smith,24,CHI,962,Rotation,Stretch Big,Mobile Big,2.66,1.94,01.07,0.87
545,2024-25,Zeke Nnaji,24,DEN,608,Rotation,Stretch Big,Helper,0.59,-0.90,-2.22,1.32
546,2024-25,Ochai Agbaji,24,TOR,1739,Key Rotation,Stretch Big,Wing Stopper,0.30,-2.17,-2.08,-0.09
547,2024-25,Marcus Bagley,23,PHI,253,Key Rotation,Stretch Big,Low Activity,0.35,-0.26,-0.87,0.61
548,2024-25,Sandro Mamukelashvili,25,SAS,681,Rotation,Stretch Big,Mobile Big,1.50,01.04,1.14,-0.09
549,2024-25,Jay Huff,26,MEM,748,Rotation,Stretch Big,Mobile Big,1.66,01.07,0.28,0.79
550,2024-25,Jaylin Williams,22,OKC,784,Rotation,Stretch Big,Anchor Big,2.00,1.61,0.27,1.33
551,2024-25,Drew Timme,24,BRK,254,Starter,Stretch Big,Mobile Big,0.28,-0.68,-0.52,-0.16
552,2024-25,Peyton Watson,22,DEN,1657,Key Rotation,Stretch Big,Point of Attack,1.74,-0.78,-1.79,01.01
553,2024-25,Mouhamed Gueye,22,ATL,533,Rotation,Stretch Big,Helper,1.31,1.46,-0.59,02.04
554,2024-25,Pete Nance,24,PHI/MIL,138,Too Few Games,Stretch Big,Helper,0.19,-0.31,-0.34,0.03
555,2024-25,Tristan Vukcevic,21,WAS,513,Rotation,Stretch Big,Mobile Big,0.91,0.35,0.00,0.36
556,2024-25,Duop Reath,28,POR,469,Rotation,Stretch Big,Helper,0.61,-0.38,-0.11,-0.27
557,2024-25,Alex Sarr,19,WAS,1814,Starter,Stretch Big,Mobile Big,0.49,-2.02,-1.65,-0.37
558,2024-25,Kyle Filipowski,21,UTA,1522,Key Rotation,Stretch Big,Mobile Big,1.31,-1.07,-0.83,-0.24
559,2024-25,Tidjane Salaun,19,CHO,1244,Key Rotation,Stretch Big,Helper,-0.13,-2.62,-2.56,-0.06
560,2024-25,Ryan Dunn,22,PHO,1410,Rotation,Stretch Big,Point of Attack,1.50,-0.75,-0.60,-0.15
561,2024-25,Myles Turner,28,IND,2174,Star,Versatile Big,Mobile Big,5.30,1.42,0.15,1.27
562,2024-25,Obi Toppin,26,IND,1545,Key Rotation,Versatile Big,Helper,2.98,0.61,0.87,-0.26
563,2024-25,Kevin Love,36,MIA,251,Rotation,Versatile Big,Helper,0.68,1.85,01.09,0.76
564,2024-25,Brook Lopez,36,MIL,2546,Starter,Versatile Big,Anchor Big,4.64,0.44,-0.48,0.92
565,2024-25,Nikola Vučević,34,CHI,2278,Starter,Versatile Big,Mobile Big,5.11,1.11,1.16,-0.05
566,2024-25,Dario Šarić,30,DEN,210,Rotation,Versatile Big,Mobile Big,0.19,-1.03,-0.93,-0.10
567,2024-25,Kristaps Porziņģis,29,BOS,1210,Star,Versatile Big,Anchor Big,4.23,3.12,2.14,0.97