player_name,team,bbref_id,year_0,year_1,year_2,year_4,contract_length,total_contract_value,average_annual_value,current_year_salary,years_remaining
Will Riley,WAS,rileywi01,3512520.0,3688320.0,3864000.0,7200840.0,3,11064840.0,3688280.0,3512520.0,2
Jaylon Tyson,CLE,tysonja01,3492480.0,3658560.0,5641500.0,7151040.0,3,12792540.0,4264180.0,3492480.0,2
P.J. Tucker,NYK,tuckepj01,3468960.0,0.0,0.0,0.0,1,3468960.0,3468960.0,3468960.0,0
Jaxson Hayes,LAL,hayesja02,3449323.0,0.0,0.0,3449323.0,1,3449323.0,3449323.0,3449323.0,0
Noah Clowney,BRK,clownno01,3398640.0,5414034.0,0.0,8812674.0,2,8812674.0,4406337.0,3398640.0,1
Drake Powell,BRK,poweldr01,3372240.0,3540600.0,3709320.0,6912840.0,3,10622160.0,3540720.0,3372240.0,2
Yves Missi,NOP,missiyv01,3353040.0,3512760.0,5595827.0,6865800.0,3,12461627.0,4153875.6666666665,3353040.0,2
Taurean Prince,MIL,princta02,3303774.0,3815861.0,0.0,3303774.0,2,7119635.0,3559817.5,3303774.0,1
Dariq Whitehead,BRK,whiteda01,3262560.0,0.0,0.0,3262560.0,1,3262560.0,3262560.0,3262560.0,0
Asa Newell,ATL,newelas01,3237480.0,3399480.0,3560880.0,6636960.0,3,10197840.0,3399280.0,3237480.0,2
DaRon Holmes,DEN,holmeda01,3218760.0,3372120.0,5547138.0,6590880.0,3,12138018.0,4046006.0,3218760.0,2
Kris Murray,POR,murrakr01,3132000.0,5315004.0,0.0,8447004.0,2,8447004.0,4223502.0,3132000.0,1
Nique Clifford,SAC,cliffni01,3108120.0,3263400.0,3418800.0,6371520.0,3,9790320.0,3263440.0,3108120.0,2
Nassir Little,PHO,littlna01,3107143.0,3107143.0,3107143.0,12428572.0,3,9321429.0,3107143.0,3107143.0,2
AJ Johnson,WAS,johnsaj01,3090480.0,3237120.0,5493394.0,6327600.0,3,11820994.0,3940331.3333333335,3090480.0,2
De'Anthony Melton,GSW,meltode01,3080921.0,3451779.0,0.0,3080921.0,2,6532700.0,3266350.0,3080921.0,1
Kyle Filipowski,UTA,filipky01,3000000.0,3000000.0,3000000.0,3000000.0,3,9000000.0,3000000.0,3000000.0,2
Shake Milton,LAL,miltosh01,3000000.0,3287406.0,0.0,6287406.0,2,6287406.0,3143703.0,3000000.0,1
Julian Champagnie,SAS,champju02,3000000.0,3000000.0,0.0,0.0,2,6000000.0,3000000.0,3000000.0,1
Ajay Mitchell,OKC,mitchaj01,3000000.0,2850000.0,2850000.0,3000000.0,3,8700000.0,2900000.0,3000000.0,2
Jase Richardson,ORL,richaja02,2983320.0,3132360.0,3282000.0,6115680.0,3,9397680.0,3132560.0,2983320.0,2
Kyshawn George,WAS,georgky01,2966760.0,3108000.0,5435892.0,6074760.0,3,11510652.0,3836884.0,2966760.0,2
Tony Bradley,IND,bradlto01,2940876.0,0.0,0.0,2940876.0,1,2940876.0,2940876.0,2940876.0,0
Marcus Sasser,DET,sassema01,2886720.0,5198983.0,0.0,8085703.0,2,8085703.0,4042851.5,2886720.0,1
Ben Saraf,BRK,sarafbe01,2884560.0,3028560.0,3172920.0,5913120.0,3,9086040.0,3028680.0,2884560.0,2
Pacome Dadiet,NYK,dadiepa01,2847600.0,2983680.0,5373608.0,5831280.0,3,11204888.0,3734962.6666666665,2847600.0,2
Danny Wolf,BRK,wolfda01,2801280.0,2941440.0,3081840.0,5742720.0,3,8824560.0,2941520.0,2801280.0,2
Ben Sheppard,IND,sheppbe01,2790720.0,5031669.0,0.0,7822389.0,2,7822389.0,3911194.5,2790720.0,1
Hugo González,BOS,gonzahu01,2783880.0,2923560.0,3062640.0,5707440.0,3,8770080.0,2923360.0,2783880.0,2
Liam McNeeley,CHO,mcneeli01,2763960.0,2902080.0,3040320.0,5666040.0,3,8706360.0,2902120.0,2763960.0,2
Dillon Jones,WAS,jonesdi01,2753280.0,0.0,0.0,2753280.0,1,2753280.0,2753280.0,2753280.0,0
Yanic Konan Niederhauser,LAC,konanya01,2743800.0,2880960.0,3018480.0,5624760.0,3,8643240.0,2881080.0,2743800.0,2
Nick Smith Jr.,CHO,smithni01,2710680.0,0.0,0.0,2710680.0,1,2710680.0,2710680.0,2710680.0,0
Brice Sensabaugh,UTA,sensabr01,2693760.0,4862237.0,0.0,7555997.0,2,7555997.0,3777998.5,2693760.0,1
Julian Strawther,DEN,strawju01,2674200.0,4826931.0,0.0,7501131.0,2,7501131.0,3750565.5,2674200.0,1
Terrence Shannon Jr.,MIN,shannte01,2674080.0,2801640.0,5054159.0,5475720.0,3,10529879.0,3509959.6666666665,2674080.0,2
Ryan Dunn,PHO,dunnry01,2657760.0,2784240.0,5025553.0,5442000.0,3,10467553.0,3489184.3333333335,2657760.0,2
Kobe Brown,LAC,brownko01,2654880.0,4792059.0,0.0,2654880.0,2,7446939.0,3723469.5,2654880.0,1
Isaiah Collier,UTA,colliis01,2638200.0,2763960.0,4988948.0,5402160.0,3,10391108.0,3463702.6666666665,2638200.0,2
Baylor Scheierman,BOS,scheiba01,2619000.0,2744040.0,4952993.0,5363040.0,3,10316033.0,3438677.6666666665,2619000.0,2
Xavier Tillman Sr.,BOS,tillmxa01,2546675.0,0.0,0.0,2546675.0,1,2546675.0,2546675.0,2546675.0,0
Chuma Okeke,CLE,okekech01,2546675.0,0.0,0.0,0.0,1,2546675.0,2546675.0,2546675.0,0
Cam Spencer,MEM,spencca01,2537989.0,2411090.0,2616754.0,7565833.0,3,7565833.0,2521944.3333333335,2537989.0,2
Luka Garza,BOS,garzalu01,2461463.0,2801346.0,0.0,5262809.0,2,5262809.0,2631404.5,2461463.0,1
Sandro Mamukelashvili,TOR,mamuksa01,2461463.0,2801346.0,0.0,2461463.0,2,5262809.0,2631404.5,2461463.0,1
Trendon Watford,PHI,watfotr01,2461463.0,2801346.0,0.0,2461463.0,2,5262809.0,2631404.5,2461463.0,1
Jericho Sims,MIL,simsje01,2461463.0,2801346.0,0.0,2461463.0,2,5262809.0,2631404.5,2461463.0,1
Dru Smith,MIA,smithdr01,2378870.0,2584539.0,2934742.0,2378870.0,3,7898151.0,2632717.0,2378870.0,2
Josh Minott,BOS,minotjo01,2378870.0,2584539.0,0.0,2378870.0,2,4963409.0,2481704.5,2378870.0,1
Justin Champagnie,WAS,champju01,2349578.0,2667944.0,3005085.0,5017522.0,3,8022607.0,2674202.3333333335,2349578.0,2
Jordan Goodwin,PHO,goodwjo01,2349578.0,0.0,0.0,2349578.0,1,2349578.0,2349578.0,2349578.0,0
Jay Huff,IND,huffja01,2349578.0,2667944.0,3005085.0,2349578.0,3,8022607.0,2674202.3333333335,2349578.0,2
Keon Johnson,BRK,johnske07,2349578.0,0.0,0.0,2349578.0,1,2349578.0,2349578.0,2349578.0,0
Neemias Queta,BOS,quetane01,2349578.0,2667944.0,0.0,0.0,2,5017522.0,2508761.0,2349578.0,1
Vit Krejci,ATL,krejcvi01,2349578.0,2667944.0,3005085.0,0.0,3,8022607.0,2674202.3333333335,2349578.0,2
A.J. Green,MIL,greenaj01,2301587.0,10044644.0,10848215.0,47301587.0,3,23194446.0,7731482.0,2301587.0,2
Keon Ellis,SAC,elliske01,2301587.0,0.0,0.0,2301587.0,1,2301587.0,2301587.0,2301587.0,0
Vince Williams Jr.,MEM,willivi01,2301587.0,2489752.0,0.0,2301587.0,2,4791339.0,2395669.5,2301587.0,1
Chris Boucher,BOS,bouchch01,2296274.0,0.0,0.0,2296274.0,1,2296274.0,2296274.0,2296274.0,0
Ryan Kalkbrenner,CHO,kalkbry01,2296274.0,2411090.0,2525901.0,4707364.0,3,7233265.0,2411088.3333333335,2296274.0,2
Anthony Gill,WAS,gillan01,2296274.0,0.0,0.0,2296274.0,1,2296274.0,2296274.0,2296274.0,0
Marvin Bagley III,WAS,baglema01,2296274.0,0.0,0.0,2296274.0,1,2296274.0,2296274.0,2296274.0,0
Garrett Temple,TOR,templga01,2296274.0,0.0,0.0,2296274.0,1,2296274.0,2296274.0,2296274.0,0
Bismack Biyombo,SAS,biyombi01,2296274.0,0.0,0.0,2296274.0,1,2296274.0,2296274.0,2296274.0,0
Lindy Waters III,SAS,waterli01,2296274.0,0.0,0.0,2296274.0,1,2296274.0,2296274.0,2296274.0,0
Jordan McLaughlin,SAS,mclaujo01,2296274.0,0.0,0.0,2296274.0,1,2296274.0,2296274.0,2296274.0,0
Russell Westbrook,SAC,westbru01,2296274.0,0.0,0.0,2296274.0,1,2296274.0,2296274.0,2296274.0,0
Doug McDermott,SAC,mcderdo01,2296274.0,0.0,0.0,2296274.0,1,2296274.0,2296274.0,2296274.0,0
Drew Eubanks,SAC,eubandr01,2296274.0,0.0,0.0,2296274.0,1,2296274.0,2296274.0,2296274.0,0
Collin Gillespie,PHO,gilleco01,2296274.0,0.0,0.0,2296274.0,1,2296274.0,2296274.0,2296274.0,0
Kyle Lowry,PHI,lowryky01,2296274.0,0.0,0.0,2296274.0,1,2296274.0,2296274.0,2296274.0,0
Eric Gordon,PHI,gordoer01,2296274.0,0.0,0.0,2296274.0,1,2296274.0,2296274.0,2296274.0,0
Landry Shamet,NYK,shamela01,2296274.0,0.0,0.0,2296274.0,1,2296274.0,2296274.0,2296274.0,0
Bones Hyland,MIN,hylanbo01,2296274.0,0.0,0.0,2296274.0,1,2296274.0,2296274.0,2296274.0,0
Joe Ingles,MIN,inglejo01,2296274.0,0.0,0.0,2296274.0,1,2296274.0,2296274.0,2296274.0,0
Thanasis Antetokounmpo,MIL,antetth01,2296274.0,0.0,0.0,2296274.0,1,2296274.0,2296274.0,2296274.0,0
Amir Coffey,MIL,coffeam01,2296274.0,0.0,0.0,2296274.0,1,2296274.0,2296274.0,2296274.0,0
Chris Paul,LAC,paulch01,2296274.0,0.0,0.0,2296274.0,1,2296274.0,2296274.0,2296274.0,0
Jeff Green,HOU,greenje02,2296274.0,0.0,0.0,2296274.0,1,2296274.0,2296274.0,2296274.0,0
Josh Okogie,HOU,okogijo01,2296274.0,0.0,0.0,2296274.0,1,2296274.0,2296274.0,2296274.0,0
Aaron Holiday,HOU,holidaa01,2296274.0,0.0,0.0,2296274.0,1,2296274.0,2296274.0,2296274.0,0
Jae'Sean Tate,HOU,tateja01,2296274.0,0.0,0.0,2296274.0,1,2296274.0,2296274.0,2296274.0,0
Mason Plumlee,CHO,plumlma01,2296274.0,0.0,0.0,2296274.0,1,2296274.0,2296274.0,2296274.0,0
Gary Payton II,GSW,paytoga02,2296274.0,0.0,0.0,2296274.0,1,2296274.0,2296274.0,2296274.0,0
Javonte Green,DET,greenja02,2296274.0,0.0,0.0,2296274.0,1,2296274.0,2296274.0,2296274.0,0
Tim Hardaway Jr.,DEN,hardati02,2296274.0,0.0,0.0,2296274.0,1,2296274.0,2296274.0,2296274.0,0
Bruce Brown,DEN,brownbr01,2296274.0,0.0,0.0,2296274.0,1,2296274.0,2296274.0,2296274.0,0
Dante Exum,DAL,exumda01,2296274.0,0.0,0.0,2296274.0,1,2296274.0,2296274.0,2296274.0,0
Thomas Bryant,CLE,bryanth01,2296274.0,0.0,0.0,2296274.0,1,2296274.0,2296274.0,2296274.0,0
Larry Nance Jr.,CLE,nancela02,2296274.0,0.0,0.0,2296274.0,1,2296274.0,2296274.0,2296274.0,0
Sion James,CHO,jamessi01,2296274.0,2411090.0,2525901.0,4707364.0,3,7233265.0,2411088.3333333335,2296274.0,2
Brandon Williams,DAL,willibr03,2270735.0,0.0,0.0,0.0,1,2270735.0,2270735.0,2270735.0,0
Scotty Pippen Jr.,MEM,pippesc02,2270735.0,2461462.0,2789215.0,2270735.0,3,7521412.0,2507137.3333333335,2270735.0,2
JD Davison,BOS,davisjd01,2270735.0,0.0,0.0,2270735.0,1,2270735.0,2270735.0,2270735.0,0
Moussa Diabaté,CHO,diabamo01,2270735.0,2461462.0,0.0,0.0,2,4732197.0,2366098.5,2270735.0,1
DeAndre Jordan,NOP,jordade01,2269880.0,0.0,0.0,2269880.0,1,2269880.0,2269880.0,2269880.0,0
Toumani Camara,POR,camarto01,2221677.0,18080358.0,19526786.0,83221677.0,3,39828821.0,13276273.666666666,2221677.0,2
Rayan Rupert,POR,ruperra01,2221677.0,0.0,0.0,2221677.0,1,2221677.0,2221677.0,2221677.0,0
Jordan Walsh,BOS,walshjo01,2221677.0,2406205.0,0.0,200000.0,2,4627882.0,2313941.0,2221677.0,1
Ricky Council IV,PHI,councri01,2221677.0,0.0,0.0,2221677.0,1,2221677.0,2221677.0,2221677.0,0
GG Jackson II,MEM,jacksgg01,2221677.0,2406205.0,0.0,2221677.0,2,4627882.0,2313941.0,2221677.0,1
Gui Santos,GSW,santogu01,2221677.0,0.0,0.0,2221677.0,1,2221677.0,2221677.0,2221677.0,0
Jalen Pickett,DEN,pickeja02,2221677.0,2406205.0,0.0,2221677.0,2,4627882.0,2313941.0,2221677.0,1
Hunter Tyson,DEN,tysonhu01,2221677.0,2406205.0,0.0,2221677.0,2,4627882.0,2313941.0,2221677.0,1
Julian Phillips,CHI,phillju01,2221677.0,2406205.0,0.0,2221677.0,2,4627882.0,2313941.0,2221677.0,1
Jalen Wilson,BRK,wilsoja03,2221677.0,0.0,0.0,2221677.0,1,2221677.0,2221677.0,2221677.0,0
Trayce Jackson-Davis,GSW,jackstr02,2221677.0,2406205.0,0.0,0.0,2,4627882.0,2313941.0,2221677.0,1
Duop Reath,POR,reathdu01,2221677.0,0.0,0.0,0.0,1,2221677.0,2221677.0,2221677.0,0
Leonard Miller,MIN,millele01,2221677.0,2406205.0,0.0,0.0,2,4627882.0,2313941.0,2221677.0,1
Andre Jackson Jr.,MIL,jacksan01,2221677.0,2406205.0,0.0,0.0,2,4627882.0,2313941.0,2221677.0,1
Mouhamed Gueye,ATL,gueyemo02,2221677.0,2406205.0,0.0,0.0,2,4627882.0,2313941.0,2221677.0,1
Craig Porter Jr.,CLE,portecr01,2221677.0,2406205.0,0.0,0.0,2,4627882.0,2313941.0,2221677.0,1
JaVale McGee,DAL,mcgeeja01,2208856.0,2208856.0,2208856.0,6626568.0,3,6626568.0,2208856.0,2208856.0,2
Tyler Kolek,NYK,kolekty01,2191897.0,2296271.0,2486995.0,4488168.0,3,6975163.0,2325054.3333333335,2191897.0,2
Tyrese Martin,BRK,martity01,2191897.0,0.0,0.0,2191897.0,1,2191897.0,2191897.0,2191897.0,0
Jaylen Clark,MIN,clarkja02,2191897.0,0.0,0.0,2191897.0,1,2191897.0,2191897.0,2191897.0,0
Precious Achiuwa,SAC,achiupr01,2111516.0,0.0,0.0,2111516.0,1,2111516.0,2111516.0,2111516.0,0
Justin Edwards,PHI,edwarju01,2048494.0,2411090.0,2616754.0,4459584.0,3,7076338.0,2358779.3333333335,2048494.0,2
N'Faly Dante,ATL,nfalyda01,2048494.0,2411090.0,0.0,0.0,2,4459584.0,2229792.0,2048494.0,1
Nigel Hayes-Davis,PHO,hayesni01,2048494.0,0.0,0.0,2048494.0,1,2048494.0,2048494.0,2048494.0,0
Quinten Post,GSW,postqu01,1955377.0,0.0,0.0,1955377.0,1,1955377.0,1955377.0,1955377.0,0
Keshad Johnson,MIA,johnske10,1955377.0,0.0,0.0,1955377.0,1,1955377.0,1955377.0,1955377.0,0
Bobi Klintman,DET,klintbo01,1955377.0,2296271.0,2486995.0,1955377.0,3,6738643.0,2246214.3333333335,1955377.0,2
Drew Timme,BRK,timmedr01,1955377.0,0.0,0.0,1955377.0,1,1955377.0,1955377.0,1955377.0,0
Jamison Battle,TOR,battlja01,1955377.0,2296271.0,0.0,0.0,2,4251648.0,2125824.0,1955377.0,1
Adem Bona,PHI,bonaad01,1955377.0,2296271.0,2486995.0,0.0,3,6738643.0,2246214.3333333335,1955377.0,2
Pelle Larsson,MIA,larsspe01,1955377.0,2296271.0,0.0,0.0,2,4251648.0,2125824.0,1955377.0,1
Isaac Jones,DET,jonesis01,1955377.0,0.0,0.0,1955377.0,1,1955377.0,1955377.0,1955377.0,0
Bronny James,LAL,jamesbr02,1955377.0,2296271.0,2486995.0,1955377.0,3,6738643.0,2246214.3333333335,1955377.0,2
Cam Christie,LAC,chrisca02,1955377.0,2296271.0,2486995.0,1955377.0,3,6738643.0,2246214.3333333335,1955377.0,2
Ariel Hukporti,NYK,hukpoar01,1955377.0,0.0,0.0,1955377.0,1,1955377.0,1955377.0,1955377.0,0
Jonathan Mogbo,TOR,mogbojo01,1955377.0,2296271.0,0.0,1955377.0,2,4251648.0,2125824.0,1955377.0,1
Jamal Shead,TOR,sheadja01,1955377.0,2296271.0,0.0,1955377.0,2,4251648.0,2125824.0,1955377.0,1
Oso Ighodaro,PHO,ighodos01,1955377.0,2296271.0,2486995.0,1955377.0,3,6738643.0,2246214.3333333335,1955377.0,2
Karlo Matković,NOP,matkoka01,1955377.0,2296271.0,0.0,1955377.0,2,4251648.0,2125824.0,1955377.0,1
Jaylen Wells,MEM,wellsja01,1955377.0,2296271.0,2486995.0,1955377.0,3,6738643.0,2246214.3333333335,1955377.0,2
Johnny Furphy,IND,furphjo01,1955377.0,2296271.0,2486995.0,4251648.0,3,6738643.0,2246214.3333333335,1955377.0,2
Tyler Smith,MIL,smithty02,1955377.0,2296271.0,0.0,4251648.0,2,4251648.0,2125824.0,1955377.0,1
Chaz Lanier,DET,laniech01,1372870.0,2150917.0,2525901.0,3523787.0,3,6049688.0,2016562.6666666667,1372870.0,2
Rasheer Fleming,PHO,flemira01,1272870.0,2150917.0,2525901.0,5949688.0,3,5949688.0,1983229.3333333333,1272870.0,2
Johni Broome,PHI,broomjo01,1272870.0,2150917.0,2525901.0,3423787.0,3,5949688.0,1983229.3333333333,1272870.0,2
Noah Penda,ORL,pendano01,1272870.0,2150917.0,2525901.0,3423787.0,3,5949688.0,1983229.3333333333,1272870.0,2
Maxime Raynaud,SAC,raynama01,1272870.0,2150917.0,2525901.0,3423787.0,3,5949688.0,1983229.3333333333,1272870.0,2
Micah Peavy,NOP,peavymi01,1272870.0,2150917.0,2525901.0,3423787.0,3,5949688.0,1983229.3333333333,1272870.0,2
Nikola Djurisic,ATL,djurini01,1272870.0,2150917.0,2525901.0,1272870.0,3,5949688.0,1983229.3333333333,1272870.0,2
Will Richard,GSW,richawi02,1272870.0,2150917.0,2525901.0,3423787.0,3,5949688.0,1983229.3333333333,1272870.0,2
Adou Thiero,LAL,thierad01,1272870.0,2150917.0,2525901.0,3423787.0,3,5949688.0,1983229.3333333333,1272870.0,2
Kam Jones,IND,joneska03,1272870.0,2150917.0,2525901.0,1272870.0,3,5949688.0,1983229.3333333333,1272870.0,2
Tyrese Proctor,CLE,proctty01,1272870.0,2150917.0,2525901.0,3423787.0,3,5949688.0,1983229.3333333333,1272870.0,2
Mohamed Diawara,NYK,diawamo01,1272870.0,0.0,0.0,1272870.0,1,1272870.0,1272870.0,1272870.0,0
Olivier-Maxence Prosper,DAL,prospol01,1002360.0,1002360.0,1002360.0,3007080.0,3,3007080.0,1002360.0,1002360.0,2
James Wiseman,IND,wisemja01,1000000.0,0.0,0.0,1000000.0,1,1000000.0,1000000.0,1000000.0,0
E.J. Liddell,PHO,liddeej01,706898.0,706898.0,0.0,1413796.0,2,1413796.0,706898.0,706898.0,1
Mamadi Diakite,MEM,diakima01,464050.0,464050.0,0.0,928100.0,2,928100.0,464050.0,464050.0,1
Ricky Rubio,CLE,rubiori01,424672.0,424672.0,0.0,849344.0,2,849344.0,424672.0,424672.0,1
Monte Morris,IND,morrimo01,321184.0,0.0,0.0,321184.0,1,321184.0,321184.0,321184.0,0
Didi Louzada,POR,louzama01,268032.0,268032.0,268032.0,1072128.0,3,804096.0,268032.0,268032.0,2
Garrison Mathews,IND,mathega01,263940.0,0.0,0.0,263940.0,1,263940.0,263940.0,263940.0,0
Mac McClung,IND,mccluma01,164060.0,0.0,0.0,164060.0,1,164060.0,164060.0,164060.0,0
Jaden Springer,NOP,sprinja01,70732.0,0.0,0.0,70732.0,1,70732.0,70732.0,70732.0,0
Chris Livingston,MIL,livinch01,0.0,0.0,0.0,2296274.0,0,0.0,0.0,0.0,0
Jeremiah Robinson-Earl,IND,robinje02,0.0,0.0,0.0,263940.0,0,0.0,0.0,0.0,0
